device_id,gender,age,group
7381924302848249165,M,51,M39+
-2154542589639678038,M,51,M39+
3440669347875954654,F,41,F33-42
-2001816208818807676,M,33,M32-38
7268685055200180461,F,43,F43+
-5799135276787690729,M,60,M39+
-2170252216304225577,M,60,M39+
5065074444366917766,M,65,M39+
1104193436649215263,M,44,M39+
5881194986630533774,M,36,M32-38
5298725061549371422,M,24,M23-26
5443640434450692734,M,29,M29-31
8063835047407884590,M,23,M23-26
4220831286466675663,F,20,F23-
-7655930687036570243,M,26,M23-26
-3782068741432959587,M,25,M23-26
1318030388324300011,M,25,M23-26
405030845267366355,F,46,F43+
1371315765904097441,F,42,F33-42
-5662754009632251413,F,46,F43+
-2541967852913571538,M,40,M39+
-4951906556716744156,M,40,M39+
-5739502592740039154,M,37,M32-38
-1024895910045710031,F,24,F24-26
6406244904586145668,F,24,F24-26
-4928949026259802260,M,42,M39+
-1928942768071542538,M,58,M39+
-1529048476266449480,M,33,M32-38
5476327049728734028,F,43,F43+
-5774372977529105993,F,29,F29-32
1913284683869378900,M,28,M27-28
-609654747637122070,M,31,M29-31
8662127353269954000,M,40,M39+
-8757208645596597186,M,30,M29-31
3354396334733973443,F,41,F33-42
4469634258059766304,F,59,F43+
-8126952228628551404,F,34,F33-42
-6272242705465492984,F,35,F33-42
1911649547002763058,M,52,M39+
8355109906960320325,M,52,M39+
6550640182327097839,M,38,M32-38
7352062601098090044,M,25,M23-26
-9075127069976071703,M,25,M23-26
-5043116796857043769,F,35,F33-42
-5880149333388875674,F,53,F43+
8981687837494377593,F,53,F43+
6684339948231190228,M,26,M23-26
-4933887922237875496,M,33,M32-38
3087866033863281709,M,31,M29-31
-8939375088504041450,M,50,M39+
1094763817833205017,M,29,M29-31
-7741414828941483515,F,29,F29-32
5839241523709253965,F,25,F24-26
8453475076171646060,M,21,M22-
3647145956001064088,M,31,M29-31
6885681748171080835,F,48,F43+
-4410831807304318184,M,25,M23-26
-3773147072843741876,M,35,M32-38
-1807123000833496086,M,35,M32-38
3741123179049142202,M,35,M32-38
3080026151643022995,F,21,F23-
-9112317076499820110,M,22,M22-
1358101952500860978,M,30,M29-31
4498882947408312400,F,33,F33-42
-3463446809456185458,F,31,F29-32
76368624506519920,F,30,F29-32
-4061988125057470950,F,61,F43+
-7256584928501886075,M,42,M39+
-4354191030667573043,M,62,M39+
7383231527124005955,F,25,F24-26
5081050491228096058,F,37,F33-42
-8344197212373023096,M,23,M23-26
6929242545616099083,F,26,F24-26
-7908725140471339457,M,27,M27-28
-8329199676085359639,F,31,F29-32
879339826179272826,M,35,M32-38
-2025459823973983297,F,27,F27-28
3277865503337823975,M,21,M22-
990365038492292926,F,35,F33-42
-4887297848790626242,F,35,F33-42
-7030420875941736543,F,21,F23-
2784304686841133311,F,40,F33-42
7040576318567338180,F,30,F29-32
-3936169945713061050,F,25,F24-26
5204362096128786601,F,35,F33-42
-6090896903984553435,F,25,F24-26
5448278720253935864,F,20,F23-
983343564918559987,F,38,F33-42
4254474276333706266,M,27,M27-28
3523419362265348000,M,35,M32-38
-5493767080686006511,M,33,M32-38
-7202237584788586013,M,33,M32-38
-1965631616180925471,M,33,M32-38
-3723545700847492211,M,33,M32-38
-2904987504161681401,M,33,M32-38
-493496675114198541,M,25,M23-26
-2012834762587979384,M,30,M29-31
1967564174488520212,M,18,M22-
4060182848933086377,M,28,M27-28
6592357902769976111,M,28,M27-28
8986178529983322937,M,31,M29-31
-7606900513412650523,M,35,M32-38
1438121278439502102,M,28,M27-28
5275658402969823058,M,48,M39+
2979119085376959756,M,27,M27-28
-2651747853753349415,M,52,M39+
4649648887295510042,M,52,M39+
4562892719440674560,M,52,M39+
-46757087305411747,M,31,M29-31
-1025301595256043113,M,37,M32-38
-357261216030690711,F,27,F27-28
-6767092287843579432,M,40,M39+
3553723893350245645,F,21,F23-
-7848859493901439726,F,34,F33-42
-1945035485761929247,F,43,F43+
-6689616439140587409,M,34,M32-38
2338121842016221918,M,35,M32-38
-3388801107282671322,M,19,M22-
-7145929372512067242,F,23,F23-
-3394496809321550383,M,25,M23-26
1587223555512380256,M,27,M27-28
-662473620972805742,M,21,M22-
-8434201128702214219,M,28,M27-28
6292701855729178655,M,27,M27-28
8079721660814228499,F,35,F33-42
6786739904364644488,F,23,F23-
8993988524078691648,M,26,M23-26
2536603342729366140,M,23,M23-26
1411720081648492032,M,23,M23-26
-4530136216827950452,M,30,M29-31
3202052392042988762,F,25,F24-26
5229087858803110886,F,25,F24-26
4231973689799718991,M,29,M29-31
-1008024264391409607,F,34,F33-42
-2059146772713464507,M,37,M32-38
8043894544912100997,F,27,F27-28
5431147717636511761,F,37,F33-42
3723668225963251575,M,31,M29-31
4631561348129967297,M,35,M32-38
-2033308548262102399,M,45,M39+
-6070636662959961888,M,30,M29-31
4933802666373562996,F,34,F33-42
-4826232443914896975,M,25,M23-26
-6343991204799956561,F,24,F24-26
167000298301510519,F,20,F23-
-2104282943635898244,F,26,F24-26
5782792084842714618,M,23,M23-26
1917681319120122592,F,35,F33-42
577323920524114877,M,28,M27-28
5936926660146499398,M,29,M29-31
2780152962481900273,M,61,M39+
5812054353783064793,F,32,F29-32
8171467448619828027,F,36,F33-42
-2097553668785582049,M,21,M22-
5962688309038729794,M,27,M27-28
-2463136464256589310,M,34,M32-38
-1035399994189693297,F,45,F43+
793217859169918970,M,52,M39+
-6760508332462864786,M,26,M23-26
-6082516123122226285,M,31,M29-31
-6822397040747760631,M,31,M29-31
3588121063548342850,M,37,M32-38
-1908169244541304803,M,37,M32-38
4076588789142060621,M,37,M32-38
-6576694145385950146,M,23,M23-26
-84473934059013187,M,25,M23-26
2545616425977538421,F,32,F29-32
4008139742929319732,M,37,M32-38
-4334344903191055240,M,29,M29-31
-4343277377568081738,M,61,M39+
-5333400771633151560,F,52,F43+
3998923976944394759,M,25,M23-26
-316694199138032157,M,26,M23-26
-5819546061387967186,M,26,M23-26
1660857463872172252,M,29,M29-31
6739644275306635689,F,31,F29-32
7845384439349145842,F,32,F29-32
-3380169406405382407,F,32,F29-32
2033306778440669345,F,32,F29-32
1469341925550399692,M,62,M39+
5902748225089144689,M,26,M23-26
-1745250901850507420,F,30,F29-32
8590872751350109755,M,37,M32-38
-2731883552826933384,M,53,M39+
-8023122328708021899,M,25,M23-26
-110325112860679420,F,27,F27-28
1769010657672378964,F,30,F29-32
-3713738515998369186,F,27,F27-28
123706494565281080,F,22,F23-
1870999384537139144,M,46,M39+
2107076536482066548,M,26,M23-26
7954306668932586708,M,36,M32-38
-7578286334130593717,M,40,M39+
9106576182345055222,M,28,M27-28
-6527961207299915149,M,24,M23-26
-4932625531277503048,F,39,F33-42
-907236922457457051,M,17,M22-
-4439966142006385253,M,17,M22-
3176414590598634186,M,39,M39+
3507272187263156672,F,50,F43+
2009331557751836347,M,47,M39+
2822378411309370429,M,31,M29-31
-2939192247333962885,M,31,M29-31
4748025945631684867,M,38,M32-38
5247647703158766590,F,29,F29-32
-6166652337683524581,M,44,M39+
3523227724236443378,M,47,M39+
-340886836480008747,M,47,M39+
-6965815336508135103,M,47,M39+
5863692484705743107,M,22,M22-
-6620874633044546579,M,30,M29-31
9025286250617458605,M,33,M32-38
2425059311822281081,M,33,M32-38
-5970117601639281854,M,57,M39+
-1144996010691901097,M,23,M23-26
7948425282699934415,M,23,M23-26
4145139388274294428,M,31,M29-31
-497517485970724987,M,31,M29-31
-2510757959982132160,M,31,M29-31
-6673939465346583503,M,25,M23-26
-7663104449661811500,M,27,M27-28
-6154883655483416181,M,26,M23-26
-5703615487676348965,M,23,M23-26
2310082544143383163,F,21,F23-
221477751334256268,F,21,F23-
-6990905412725649676,M,47,M39+
-5789391369062174406,M,20,M22-
-4467757592816780350,M,22,M22-
-2150188557251834161,M,22,M22-
-6906421708935434549,M,22,M22-
3863984471417143142,M,22,M22-
7217123060546802196,M,23,M23-26
-6128733034066963261,M,23,M23-26
-4844971740161816837,M,23,M23-26
1415277260615531414,M,29,M29-31
-889753773932834240,F,26,F24-26
9120165290057634173,F,26,F24-26
3038993842446690740,F,26,F24-26
5685980569983088020,F,26,F24-26
-7651256295169890340,F,26,F24-26
2709999652142575029,F,26,F24-26
2292794061987914584,M,22,M22-
1651880675476948113,F,25,F24-26
5342238683634132212,F,66,F43+
4449330685090455491,M,26,M23-26
-6423999251749150428,F,41,F33-42
1888777020359922191,M,19,M22-
5327375359277073958,M,33,M32-38
-184269636597995620,F,20,F23-
-4704841842748702993,F,29,F29-32
8049949261392005062,M,25,M23-26
-1408330101880453510,M,31,M29-31
3110759575154464242,F,30,F29-32
-8411267487932271383,M,38,M32-38
-5476276785582321157,M,57,M39+
-6632362345414540442,F,62,F43+
-2860780093227664005,M,20,M22-
2635834801405063792,F,62,F43+
-8085358639517252341,M,29,M29-31
8317353636800489107,F,20,F23-
-3599160425194811239,M,24,M23-26
6783002332948790742,F,21,F23-
3918059844173638099,F,24,F24-26
-7546275281578754138,M,28,M27-28
-5737711494192438991,M,17,M22-
7707706912722633278,M,27,M27-28
-7627098358305685229,F,35,F33-42
-1338164519679457448,F,35,F33-42
-3316844328149016584,M,31,M29-31
8511019724937993219,F,22,F23-
1851869629561710548,M,36,M32-38
-737846161472626068,M,27,M27-28
4538214228005486657,M,27,M27-28
6396060170617819948,F,48,F43+
997893466461332786,M,46,M39+
3288877268721301048,M,20,M22-
-5091789104342023680,M,20,M22-
-2753596658166776986,M,29,M29-31
7862021373548630664,M,34,M32-38
4244396829447205744,M,34,M32-38
-2967876525796152619,M,35,M32-38
-5646077531399306674,F,26,F24-26
-2776002990396404397,M,26,M23-26
2711133769041755023,M,34,M32-38
-4597682319004892128,M,39,M39+
-9196670505003942717,M,39,M39+
9125896648976328820,F,25,F24-26
6243535187665562455,F,27,F27-28
-3351044937394558164,M,42,M39+
8279710892867460990,M,35,M32-38
1144734319603515544,M,28,M27-28
-2368146448077646430,M,81,M39+
-5309102820262242585,M,32,M32-38
-6188087276477269826,M,37,M32-38
969634985145229996,F,43,F43+
5315087569812952392,M,42,M39+
-8312653749894115662,M,32,M32-38
4839186866522843193,M,43,M39+
2369214026794000114,F,31,F29-32
3265635534706751318,M,26,M23-26
3056837760060525753,F,45,F43+
7027393115319496113,F,21,F23-
3277707324654295747,M,35,M32-38
-5102869145329714065,M,35,M32-38
-1279278199035591056,M,35,M32-38
5153143037262905747,M,18,M22-
3349365100383043437,F,27,F27-28
7616788788563099590,M,33,M32-38
-5995409554511729051,M,21,M22-
5718497929297930990,M,20,M22-
-5185468227799369165,F,25,F24-26
7361371936748384950,M,22,M22-
5026208028908571762,F,21,F23-
434514435033462221,F,21,F23-
-1343045362999837105,F,21,F23-
5946920255290314927,F,21,F23-
-4268357538147291315,M,25,M23-26
-1714716231528956555,M,21,M22-
-6597812143804789761,M,32,M32-38
-1594658977998483888,M,32,M32-38
-6425092696734609809,M,40,M39+
6797091246707502382,F,33,F33-42
-7925426970392072746,M,63,M39+
-6058668355108101630,M,63,M39+
-5236080521415151733,M,64,M39+
3106535152772576555,F,55,F43+
-1428357125341148407,F,56,F43+
3358195060853791521,M,52,M39+
-825034820967830601,F,26,F24-26
2242710450034506620,M,35,M32-38
-2141475408019345138,M,72,M39+
-8076044146717978922,M,72,M39+
9157442527489082700,M,72,M39+
-1193622961846348821,M,72,M39+
-5468484240673252645,M,72,M39+
6478171311278765372,M,21,M22-
2723470358008254968,M,23,M23-26
4387116192836207200,M,29,M29-31
-6064885433564133649,M,29,M29-31
-8761688468552928795,M,31,M29-31
3145238893056878979,M,32,M32-38
1531010706098814127,M,44,M39+
8140337709528596772,M,25,M23-26
354970865403991517,M,27,M27-28
5655726923945744252,M,29,M29-31
3984663808908470905,M,23,M23-26
-6085072876539745198,M,22,M22-
2407583732918045380,M,30,M29-31
-6047622719688365964,F,68,F43+
3491704770590493810,M,20,M22-
5180108495185976266,M,23,M23-26
1356425410656499465,F,30,F29-32
-2058385977734641672,F,33,F33-42
8558516854338378431,F,39,F33-42
4763145784338359717,F,26,F24-26
-1921526151703993282,F,31,F29-32
-8074833837966650529,F,29,F29-32
-3408948300421984480,F,29,F29-32
-424151334765751643,M,33,M32-38
-5538255784762797030,M,33,M32-38
-7482519231772320373,M,19,M22-
-1273243251013455223,M,26,M23-26
638995909210571346,M,38,M32-38
-8189152762681485111,F,33,F33-42
3540096579306243805,M,27,M27-28
2114659220808360339,M,26,M23-26
4975770075842412927,M,51,M39+
-1831181510204131511,M,26,M23-26
-3788667589829948743,M,28,M27-28
1122117620448273239,M,28,M27-28
-9143040577414171994,M,28,M27-28
-3413925597314927381,M,31,M29-31
4878577519712146640,M,24,M23-26
-4651820730125089116,M,41,M39+
7524115376530150612,M,41,M39+
-7663359058892533138,M,38,M32-38
6432728815307672650,F,41,F33-42
-271569957203836453,M,24,M23-26
4948690907609365422,M,27,M27-28
-8300420438607994875,F,27,F27-28
-5615710754997933071,M,39,M39+
-7586174947739494998,M,65,M39+
-7031022481615986059,M,27,M27-28
-690831407364238269,M,44,M39+
8611513471254200396,F,35,F33-42
-5405535817295226930,M,34,M32-38
7623247957143589457,F,45,F43+
-400898163647156704,M,22,M22-
-5889723872543785968,F,35,F33-42
-5887305304238019467,M,30,M29-31
-5571218813853549316,F,24,F24-26
9108648970007210726,M,21,M22-
-8690732679981452436,M,29,M29-31
-1374850204760126594,M,29,M29-31
-1153642880398425910,F,30,F29-32
-240435046716560576,F,30,F29-32
6988851160197131665,M,30,M29-31
-9058607077290444577,F,36,F33-42
1669213766052332859,F,39,F33-42
-459950112054640541,M,27,M27-28
-217619740860068961,M,20,M22-
-6416612247487307356,M,29,M29-31
3781962544494945947,M,36,M32-38
-3127177560605249542,M,36,M32-38
6971411611057233636,M,22,M22-
-5021574327377282379,F,40,F33-42
-2755292674249635693,F,30,F29-32
-2566192621448971702,F,29,F29-32
346250509263397452,M,28,M27-28
-8959264340886372266,M,17,M22-
6996718850510618971,F,32,F29-32
-1416849477504037355,M,47,M39+
-6080825151274255362,M,23,M23-26
6159128220108520316,M,23,M23-26
3253554610841074640,M,39,M39+
-8470783535844095886,M,39,M39+
3133574199362623869,M,57,M39+
-1513841827858215979,F,35,F33-42
5771464251577742862,M,40,M39+
-8326902776663696293,F,35,F33-42
-5859721950506059355,F,35,F33-42
-7331277249213788097,F,26,F24-26
1028940434586934233,F,29,F29-32
4885632880589567013,M,25,M23-26
5222949217793764917,M,30,M29-31
7305227372210330406,M,30,M29-31
853777576867130147,M,30,M29-31
-2473948708647244299,M,30,M29-31
-4456001974649885446,M,32,M32-38
-7067003224971926406,F,30,F29-32
-8847352756160758694,F,30,F29-32
-312404522176996935,F,68,F43+
-3353110582720591046,M,23,M23-26
1935545023482628800,F,46,F43+
-3550482197639236677,F,28,F27-28
-1732082828493389989,F,57,F43+
-5758542784470328236,F,29,F29-32
-3843588625675275781,M,43,M39+
-8402034050020334556,M,47,M39+
5927203855814704877,M,47,M39+
-5911450825360176269,M,47,M39+
8442103320317750364,F,26,F24-26
-6459067266376518242,M,31,M29-31
-26174771310609248,M,24,M23-26
-1990650878682116534,F,45,F43+
7329203231140853511,F,59,F43+
3269321762385806538,F,59,F43+
6240121276440455536,M,19,M22-
-8300291707751365895,F,35,F33-42
7989495016264799756,M,53,M39+
3479495444996694529,M,53,M39+
8975147609502117697,M,53,M39+
-5368379804773606091,M,53,M39+
7414036505620283493,M,34,M32-38
-5200733685766401511,M,34,M32-38
1555771433948198173,M,34,M32-38
5732440442558406493,M,34,M32-38
5228434758870873016,F,22,F23-
4985461125268607845,F,42,F33-42
1324929915804390604,M,25,M23-26
-3056092764612693745,M,19,M22-
-1025089702592206381,M,30,M29-31
-6205676146629545413,M,44,M39+
-441259118613670045,F,39,F33-42
-5039658749766824649,M,42,M39+
8274492616892026014,M,34,M32-38
8662192605116797043,M,34,M32-38
3381144834411501224,M,25,M23-26
6015248405041449075,F,24,F24-26
7534482029566660936,M,33,M32-38
-860599146250191498,M,37,M32-38
-4050972029321585116,M,39,M39+
3455314198930653868,M,28,M27-28
-8686931860233605908,F,34,F33-42
9110248708243424694,F,34,F33-42
6695867864724891820,F,36,F33-42
2626565004669226641,F,35,F33-42
-3256214651846828219,F,30,F29-32
3954079995754353527,F,30,F29-32
-5031490895016510186,F,30,F29-32
-1524601855196861398,F,30,F29-32
2205808461911891110,F,51,F43+
7672525733430548693,M,26,M23-26
-525966637729686372,F,29,F29-32
-659445871379918944,M,48,M39+
518030031848909996,M,34,M32-38
1154790252371617209,F,26,F24-26
-2389006929287871411,F,30,F29-32
-4115833010901291948,M,27,M27-28
-503735165038816287,M,27,M27-28
3663248910311183977,F,21,F23-
2326473292537126475,M,41,M39+
2682070101883788419,F,26,F24-26
6956593553639902911,F,26,F24-26
6171733141545329032,M,25,M23-26
9193589253733242651,M,19,M22-
5315659969160217960,M,22,M22-
-6783452221088446712,F,31,F29-32
6593756023132931699,F,27,F27-28
3244476020243429175,M,33,M32-38
-2842503510533735411,M,33,M32-38
7681575107998518387,M,33,M32-38
2429220168849900031,F,39,F33-42
-7732345771581499612,F,27,F27-28
-3374913498840351139,F,33,F33-42
8296518229499546881,F,35,F33-42
-9025893097067971431,F,35,F33-42
8943080801131540395,M,21,M22-
-4031236506392753635,M,41,M39+
7980232513105536120,M,24,M23-26
-6159765396158222083,M,19,M22-
6315552337537341258,M,31,M29-31
1594452494539451086,M,20,M22-
-4338918737722119673,M,27,M27-28
-4519218724525118027,M,24,M23-26
2534637512547264255,F,36,F33-42
3572501136247819551,M,29,M29-31
-4042345176328021381,M,32,M32-38
8563822630752366129,F,36,F33-42
-8560539777648221380,M,23,M23-26
1745836102940944713,M,24,M23-26
324744786250046839,M,48,M39+
2733275475950626960,M,41,M39+
1304548050486526702,M,24,M23-26
-7990529955200208881,M,24,M23-26
-951872135378083199,F,29,F29-32
2032093734287213311,F,26,F24-26
-1754086027093782792,F,38,F33-42
-4500724277480111178,M,24,M23-26
3029467163304217382,M,48,M39+
1286356032526095196,M,27,M27-28
-5968076613975365389,F,66,F43+
-2240058607355333451,F,42,F33-42
-6033119694615060836,F,42,F33-42
-6118718796556169778,F,42,F33-42
3836981922725941190,M,22,M22-
-7148125705015003924,M,35,M32-38
4336215668769177444,M,35,M32-38
-679589568116586287,F,25,F24-26
-819685350843656935,M,27,M27-28
-8748137292049786640,M,27,M27-28
-4671380017477093802,F,31,F29-32
-6277306293732085196,M,32,M32-38
-1522810554507468605,M,25,M23-26
5300750428498318188,F,19,F23-
2296029625495662988,F,60,F43+
3706005654419113933,M,51,M39+
-4710775722217668270,M,29,M29-31
-3303294371089934671,F,28,F27-28
-811942580186262090,M,43,M39+
-6109921486904100540,M,34,M32-38
7153698030340327756,F,36,F33-42
2171020443986829929,F,36,F33-42
-7817664475058729011,M,29,M29-31
921925958516487161,M,32,M32-38
4129460574740060523,M,35,M32-38
-9158402583451458911,M,23,M23-26
-9039716766527236143,F,47,F43+
-8957130211871661109,M,30,M29-31
6011578606056342158,F,47,F43+
5085339057508981265,M,35,M32-38
1664538409437466152,M,46,M39+
4427245165156697137,F,44,F43+
-1492328062637585490,M,45,M39+
-4623653386713244688,M,37,M32-38
-325459242545662994,M,47,M39+
-2912318004106614068,M,47,M39+
-5140746189592726766,F,51,F43+
7281934296542713719,M,37,M32-38
3099168546198768813,M,37,M32-38
6073320617418080821,M,44,M39+
3271742469749428687,F,35,F33-42
2416254521512255392,F,46,F43+
8302817964517063056,M,29,M29-31
2982415897228939754,M,32,M32-38
-361010445026993909,M,30,M29-31
2939380108990901571,M,38,M32-38
-5259408283157258388,F,29,F29-32
6240392891350216967,M,28,M27-28
-6621780904278869986,M,23,M23-26
5808246743806890454,M,26,M23-26
-2903778296128614698,M,29,M29-31
-4181409079159948567,M,26,M23-26
1555458195478697702,F,26,F24-26
8230140327302892625,M,29,M29-31
3197354024705055920,F,23,F23-
9210091097295258426,M,40,M39+
-6947155205669614662,M,33,M32-38
-5004075107340415356,M,34,M32-38
8547917540834174355,F,26,F24-26
7680601080815390037,F,26,F24-26
-6390728369289352668,M,51,M39+
-5846316483372325421,M,64,M39+
8370101481848057043,M,43,M39+
1545842795519010824,M,40,M39+
-5101039140046186412,M,28,M27-28
3918597395967236665,M,38,M32-38
-8509712540964472045,M,28,M27-28
-6252025699069243172,M,28,M27-28
203507721418630235,M,25,M23-26
6844740795666077197,F,50,F43+
9136083373076665860,M,25,M23-26
1859351402465229709,M,30,M29-31
-4306352293723243880,M,25,M23-26
6481629912955578513,M,25,M23-26
-4949649829297658583,F,30,F29-32
-5341031809348191639,M,32,M32-38
-5546470615168545445,M,47,M39+
7935734414332303688,M,29,M29-31
706722308986212770,M,29,M29-31
-9120858389141409811,M,18,M22-
-415996611436904407,M,40,M39+
-7738507057694704730,F,28,F27-28
-3059659528384974489,F,18,F23-
6568950800642662174,M,19,M22-
7168768341937988145,M,48,M39+
-4891174602919759254,F,40,F33-42
-5749451901646431095,F,40,F33-42
8467175037195809008,M,22,M22-
2039606503655675319,M,37,M32-38
-4198585308778054407,F,28,F27-28
2974365878039112600,M,26,M23-26
8910829936888111732,M,53,M39+
934220045815081605,M,37,M32-38
1414182133860879412,F,50,F43+
-5803531821244700896,F,50,F43+
1948767057521470358,M,57,M39+
4657697113512107583,M,38,M32-38
8272162215118098931,M,43,M39+
-4618160502671930008,F,36,F33-42
-2909172963967480205,F,31,F29-32
4078942903873219923,M,17,M22-
-5137141868566162590,M,46,M39+
8439915880919306607,M,30,M29-31
-2399327592534176376,M,30,M29-31
-1395693293214337187,M,21,M22-
8238514124134349721,M,21,M22-
5305820066990240772,M,51,M39+
1628360046419655473,M,17,M22-
8530573376688466520,F,29,F29-32
4458283228339185645,M,24,M23-26
3747677564193030759,M,19,M22-
-5295957315704959872,F,33,F33-42
-4723092014063544041,F,25,F24-26
5214361023207761272,F,25,F24-26
7595914372984889709,F,25,F24-26
-1810055387642690879,F,20,F23-
8679778960924350774,F,43,F43+
-133973457107035444,F,45,F43+
4255668799612334569,F,38,F33-42
-4235662221504773445,M,41,M39+
4256015925901778435,M,33,M32-38
-5053479597684897392,M,21,M22-
-3503054081036561367,M,48,M39+
-5403445646019900817,F,38,F33-42
7088119471278742707,F,38,F33-42
-106991575407047583,F,36,F33-42
-7005406948726895791,M,45,M39+
6056545516086941943,M,29,M29-31
3854282863862911500,F,30,F29-32
3575805582212067318,M,29,M29-31
-4255934978668536589,M,40,M39+
498945111419376784,M,40,M39+
-3629206772488029374,M,28,M27-28
-1804676124509594422,F,30,F29-32
-8275239824093736814,M,27,M27-28
7505151033078206309,M,23,M23-26
-2311937129886437013,F,29,F29-32
-140779821606701512,M,22,M22-
3431033432837000912,M,26,M23-26
4808428030056092444,M,25,M23-26
6267364035813202842,M,27,M27-28
-8396524722207446890,F,31,F29-32
-7277060052502882601,F,40,F33-42
-2181809512258715290,M,28,M27-28
7435003286985776238,M,28,M27-28
-8530464984269459958,M,46,M39+
277743602017049158,M,46,M39+
5684972364049755211,M,46,M39+
-5045689196581631686,M,44,M39+
1432744505911944114,F,21,F23-
-475880739146241062,M,30,M29-31
-567217566896647598,M,27,M27-28
1518260687366450943,M,27,M27-28
5732380530707505992,M,33,M32-38
-7440761392241930483,F,26,F24-26
6486281884480325853,M,31,M29-31
-4903722927121566023,M,31,M29-31
2948794992365837674,M,31,M29-31
4649722754984533790,F,28,F27-28
3376823846064148595,F,37,F33-42
8351494009522600635,M,28,M27-28
-4965672707132993200,M,29,M29-31
-4365898177786982063,M,31,M29-31
8958321693454747774,F,19,F23-
1348503038781887028,F,38,F33-42
-3510830639455912491,F,33,F33-42
-5385095884474144307,F,22,F23-
2616718570842606905,M,37,M32-38
-7791248244602062222,M,33,M32-38
4482933058940911151,M,34,M32-38
-4991491943310213068,M,31,M29-31
-1745297836235919578,M,27,M27-28
-7574643663393638858,F,40,F33-42
-9003480133843186955,M,23,M23-26
4829043476172013695,F,53,F43+
6834427302190777651,M,22,M22-
9054868809751568645,M,51,M39+
-3924435210827771296,M,42,M39+
-6868504366482437377,M,42,M39+
6160857978995571536,F,31,F29-32
5788581031493880558,F,24,F24-26
2228812553252990519,F,24,F24-26
-7401961610501670541,F,24,F24-26
-1622394713736872742,M,29,M29-31
-8796002856995792508,F,34,F33-42
-3339486290854667965,M,27,M27-28
4737320490244896056,M,30,M29-31
-1567782306905847377,M,28,M27-28
-3367600474836052563,M,42,M39+
-488590935748319271,M,40,M39+
-606592948831538973,M,40,M39+
2136962451075491612,M,45,M39+
8906380173486098114,M,41,M39+
-6550235263773354456,M,44,M39+
-7591511241211994146,M,44,M39+
-4612751957118843932,M,39,M39+
-7484044597913247235,M,32,M32-38
390092728559664993,F,23,F23-
-5497669611490918320,M,31,M29-31
5472615963365476428,M,31,M29-31
-1607350243400221779,M,44,M39+
6532474535753455866,F,25,F24-26
1751307709481887801,M,38,M32-38
5518936526162327543,M,23,M23-26
1839242066138527758,M,46,M39+
6600240260983180434,F,44,F43+
2272220259297368718,M,29,M29-31
-4553666614995940076,F,24,F24-26
-5458696894497042028,M,27,M27-28
4975362770131998490,M,50,M39+
9119059662542206106,M,33,M32-38
405062854660929802,M,51,M39+
8892202867841929624,F,23,F23-
323825044499046683,F,23,F23-
4028960189736967673,M,29,M29-31
-37112254989791837,M,24,M23-26
192685682720371772,M,20,M22-
-3458451883292730142,M,20,M22-
-6941898140222522550,F,25,F24-26
-8384687362876977684,F,25,F24-26
7216114529618634727,M,25,M23-26
-7968290042219295860,M,32,M32-38
-2775073794855972947,M,32,M32-38
-8986890143942536137,F,35,F33-42
-629700002862014835,F,22,F23-
2139292283385804452,F,20,F23-
-4182285642902432720,M,24,M23-26
3698760482735560766,M,27,M27-28
-2571888358076179658,M,23,M23-26
-8803174399689555388,M,26,M23-26
9176399441009293499,M,21,M22-
-6540409845184399186,M,29,M29-31
-8492823750014898919,M,21,M22-
-4077444398591805572,M,37,M32-38
6555788368811680286,M,21,M22-
6229190287243977847,M,31,M29-31
-5643733953710845744,M,25,M23-26
8613469012854924323,F,57,F43+
-4315365093984202461,F,35,F33-42
-5541174540162696465,F,35,F33-42
-1435912543281505729,F,27,F27-28
8263653087881394449,M,21,M22-
1630085157268715996,F,34,F33-42
-3736561395467112075,M,34,M32-38
9161550688862167721,M,34,M32-38
-446084649803006432,F,34,F33-42
1366560404968632485,M,30,M29-31
-3371744615984893252,M,73,M39+
7123008704998099511,M,22,M22-
4439113920134877097,M,22,M22-
-7468822898582614959,M,47,M39+
-1548669842713562951,F,53,F43+
5023182361940994444,M,23,M23-26
1551393222305216560,M,22,M22-
-5693917338167659353,M,22,M22-
5004258825005012217,M,22,M22-
8282560634354848220,M,22,M22-
6137553677231513543,M,22,M22-
2267250582070938157,F,31,F29-32
7727450324825808476,F,28,F27-28
6406092046698342984,M,21,M22-
2944573463986372133,M,21,M22-
4074173757629956109,M,21,M22-
6977445953666909229,F,33,F33-42
2486389679064748150,M,27,M27-28
316150971896217227,M,44,M39+
9218691861856498625,M,44,M39+
-3911176893411683812,M,43,M39+
-7537730322939790803,F,31,F29-32
-2366672371206221300,M,21,M22-
6094346297677343822,F,37,F33-42
-1205439817028982112,M,27,M27-28
-2149763371625305177,M,23,M23-26
-1242447427311354350,M,34,M32-38
-3165545806409264192,M,31,M29-31
8166760792069576339,M,31,M29-31
-7902422412295713410,F,33,F33-42
-8276921354134461320,M,27,M27-28
4245652808777291199,M,51,M39+
782090532443233284,M,20,M22-
5892360412601154957,M,20,M22-
-8262918397044433995,F,54,F43+
7048737010469718234,M,21,M22-
1290090985658375659,M,28,M27-28
6962172346975985576,M,20,M22-
8189362330520547568,M,38,M32-38
-322494407928007976,F,20,F23-
3518956389786689085,M,22,M22-
4806548365048970739,F,23,F23-
8719365633726201361,M,28,M27-28
